Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	2	1			1	0.054																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	3	1			1	0.066																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	4	1			1	0.071																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	5	1			1	0.066																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	6	1			1	0.066																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	7	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	8	1			1	0.072																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	9	1			1	0.071																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	10	1			1	0.062																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	11	1			1	0.063																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	12	1			1	0.068																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	13	1			1	0.071																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	14	1			1	0.06																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	15	1			1	0.069																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	16	1			1	0.058																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	17	1			1	0.069																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	18	1			1	0.06																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	19	1			1	0.044																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	20	1			1	0.064																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	21	1			1	0.059																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	22	1			1	0.075																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	23	1			1	0.075																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	24	1			1	0.05																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	25	1			1	0.06																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	26	1			1	0.059																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	27	1			1	0.07																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	28	1			1	0.059																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	29	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2219	4	164712	126436	30	1			1	0.055																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	1	1			1	0.053																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	2	1			1	0.057																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	3	1			1	0.041																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	4	1			1	0.05																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	5	1			1	0.05																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	6	1			1	0.059																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	7	1			1	0.056																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	8	1			1	0.055																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	9	1			1	0.058																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	10	1			1	0.06																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	11	1			1	0.057																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	12	1			1	0.043																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	13	1			1	0.039																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	14	1			1	0.054																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	15	1			1	0.043																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	16	1			1	0.04																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	17	1			1	0.052																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	18	1			1	0.047																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	19	1			1	0.049																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	20	1			1	0.052																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	21	1			1	0.056																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	22	1			1	0.047																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	23	1			1	0.057																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	24	1			1	0.045																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	25	1			1	0.05																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	26	1			1	0.055																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	27	1			1	0.053																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	28	1			1	0.059																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	29	1			1	0.05																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2219	14	162035	126735	30	1			1	0.05																																																																										
gonatus	Gonatus	4	2020	1019	9	2219	15	82418	138036	1	1			2	0.035																																																																										
gonatus	Gonatus	4	2020	1019	9	2219	15	82418	138036	2	1			2	0.035																																																																										
gonatus	Gonatus	4	2020	1019	9	2219	15	82418	138036	3	1			2	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2219	15	82418	138036	4	1			2	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2219	15	82418	138036	5	1			2	0.02																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	1	1			1	0.05																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	2	1			1	0.053																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	3	1			1	0.049																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	4	1			1	0.044																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	5	1			1	0.05																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	6	1			1	0.053																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	7	1			1	0.039																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	8	1			1	0.042																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	9	1			1	0.047																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	10	1			1	0.041																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	11	1			1	0.049																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	12	1			1	0.042																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	13	1			1	0.046																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	14	1			1	0.032																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	15	1			1	0.044																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	16	1			1	0.038																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	17	1			1	0.043																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	18	1			1	0.041																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	19	1			1	0.037																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	20	1			1	0.048																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	21	1			1	0.046																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	22	1			1	0.047																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	23	1			1	0.032																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	24	1			1	0.045																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	25	1			1	0.047																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	26	1			1	0.04																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	27	1			1	0.05																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	28	1			1	0.033																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	29	1			1	0.037																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	30	1			1	0.037																																																																										
uerslekten	Sebastes	4	2020	1019	9	2219	16	166705	126175	31	1			1	0.045																																																																										
flekksteinbit	Anarhichas minor	4	2020	1019	9	2219	17	171342	126759	1	1	0.004		1	0.075																																																																										0.929435243196897
flekksteinbit	Anarhichas minor	4	2020	1019	9	2219	17	171342	126759	2	1	0.008		1	0.1																																																																										0.788119007447848
kolmule	Micromesistius poutassou	4	2020	1019	9	2220	1	164774	126439	1	1	0.049		2	0.195																																																																										0.636055159936638
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	1	1	0.202		2	0.29																																																																										0.807186255356319
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	2	1	0.148		2	0.26																																																																										0.818226973329014
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	3	1	0.545		2	0.39																																																																										0.901316909795697
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	4	1	0.213		2	0.29																																																																										0.851141942529188
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	5	1	0.352		2	0.335																																																																										0.915632779555962
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	6	1	0.387		2	0.35																																																																										0.883555024737614
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	7	1	0.443		2	0.375																																																																										0.823479625472451
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	8	1	0.293		2	0.32																																																																										0.873531284690051
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	9	1	0.214		2	0.29																																																																										0.855137914090358
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	10	1	0.003		2	0.08																																																																										0.534268302863344
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	11	1	0.001		2	0.04																																																																										1.30266639527783
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	12	1	0.001		2	0.045																																																																										0.933080623997667
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	13	1	0.001		2	0.04																																																																										1.30266639527783
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	14	1	5e-04		2	0.04																																																																										0.651333197638917
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	15	1	5e-04		2	0.04																																																																										0.651333197638917
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2220	2	172877	127137	16	1	5e-04		2	0.04																																																																										0.651333197638917
liten laksetobis	Arctozenus risso	4	2020	1019	9	2220	3	644687	126352	1	1	0.006		2	0.16																																																																										0.139827036868457
laksesild	Maurolicus muelleri	4	2020	1019	9	2220	4	162187	127312	1	1	0.001		2	0.045																																																																										0.933080623997667
nordlig lysprikkfisk	Benthosema glaciale	4	2020	1019	9	2220	5	162680	126580	1	1	0.001		2	0.045																																																																										0.933080623997667
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	1	1			7	0.0214																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	2	1			7	0.0242																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	3	1			7	0.023																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	4	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	5	1			7	0.0203																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	6	1			7	0.0189																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	7	1			7	0.0174																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	8	1			7	0.018																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	9	1			7	0.0224																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	10	1			7	0.0238																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	11	1			7	0.0246																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	12	1			7	0.0212																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	13	1			7	0.0098																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	14	1			7	0.0165																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	15	1			7	0.0165																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	16	1			7	0.022																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	17	1			7	0.0238																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	18	1			7	0.0191																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	19	1			7	0.0166																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	20	1			7	0.0196																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	21	1			7	0.0203																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	22	1			7	0.0203																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	23	1			7	0.0226																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	24	1			7	0.0208																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	25	1			7	0.0229																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	26	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	27	1			7	0.0117																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	28	1			7	0.015																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	29	1			7	0.0208																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	30	1			7	0.0185																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	31	1			7	0.0211																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	32	1			7	0.0225																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	33	1			7	0.0192																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	34	1			7	0.0204																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	35	1			7	0.0171																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	36	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	37	1			7	0.0198																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	38	1			7	0.0207																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	39	1			7	0.0142																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	40	1			7	0.0197																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	41	1			7	0.0204																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	42	1			7	0.0234																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	43	1			7	0.0222																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	44	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	45	1			7	0.0215																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	46	1			7	0.0236																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	47	1			7	0.0206																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	48	1			7	0.0145																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	49	1			7	0.0183																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	50	1			7	0.0231																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	51	1			7	0.0197																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	52	1			7	0.0214																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	53	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	54	1			7	0.0203																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	55	1			7	0.018																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	56	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	57	1			7	0.0164																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	58	1			7	0.0192																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	59	1			7	0.0192																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	60	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	61	1			7	0.0231																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	62	1			7	0.0208																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	63	1			7	0.0181																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	64	1			7	0.0182																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	65	1			7	0.0184																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	66	1			7	0.0175																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	67	1			7	0.0187																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	68	1			7	0.017																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	69	1			7	0.0183																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	70	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	71	1			7	0.0203																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	72	1			7	0.0168																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	73	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	74	1			7	0.0184																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	75	1			7	0.0217																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	76	1			7	0.0212																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	77	1			7	0.0177																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	78	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	79	1			7	0.0221																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	80	1			7	0.0219																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	81	1			7	0.0207																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	82	1			7	0.0237																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	83	1			7	0.0182																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	84	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	85	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	86	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	87	1			7	0.0215																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	88	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	89	1			7	0.0193																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	90	1			7	0.0223																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	91	1			7	0.0204																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	92	1			7	0.0228																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	93	1			7	0.0168																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	94	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	95	1			7	0.0196																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	96	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	97	1			7	0.0248																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	98	1			7	0.0191																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	7	96967	107649	99	1			7	0.0178																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	1	1			7	0.0228																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	2	1			7	0.0153																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	3	1			7	0.0189																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	4	1			7	0.0147																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	5	1			7	0.0112																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	6	1			7	0.0145																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	7	1			7	0.0129																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	8	1			7	0.0159																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	9	1			7	0.0143																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	10	1			7	0.0108																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	11	1			7	0.0138																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	12	1			7	0.0122																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	13	1			7	0.0095																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	14	1			7	0.0115																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	15	1			7	0.0099																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	16	1			7	0.0081																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2220	8	96967	107649	17	1			7	0.0092																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	1	1	3.83		3	0.82			1																				7			5	5	3																		1				0.124																								0.682082533322203
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	2	1	2.7		3	0.66			2																				6			1	5	3																		1				0.0615																								0.918118689793623
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	3	1	0.64		2	0.405			1																				4			1	5	3																		1				0.032																								0.945795263496113
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	4	1	0.86		2	0.47			1																				4			1	5	3																		1				0.033																								0.815254139629157
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	5	1	0.91		3	0.51			1																				5			6	5	3																		1				0.0245																								0.6662231280091
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	6	1	0.55		2	0.365			1																				3			1	5	3																		1				0.021																								1.10812986400539
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	7	1	1.14		3	0.56			1																				5			1	5	3																		1				0.0135																								0.632061747997258
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	8	1	3.04		3	0.7			2																				6			1	4	3																		1				0.124																								0.867573409303084
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	9	1			2	0.425																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	10	1			3	0.5																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	11	1			3	0.5																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	12	1			2	0.365																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	13	1			3	0.69																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	14	1			3	0.73																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	18	164712	126436	15	1			3	0.7																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	1	1	0.002		1	0.066																							0			1		3																		1																												0.680087918365647
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	2	1			1	0.066																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	3	1			1	0.069																																																																										
